Title,URL,Date,Primary image,Primary image caption,Primary image rights information,Subjects,Station,State,Place,Keywords,Latitude,Longitude,MediaRSS URL,Words,Billboards
Giant puppets to roam Sovereign Hill over summer,http://www.abc.net.au/local/photos/2014/12/18/4151361.htm,18/12/2014,http://www.abc.net.au/reslib/201412/r1370354_19325418.jpg,Erth artistic director Scott Wright (front) with Doug the Miner.,Copyright: ABC | Source: ABC Local | Byline: Lily Partland,"Arts and Entertainment, Arts and Entertainment:Performance Art, Arts and Entertainment:Visual Art, Arts and Entertainment:Visual Art:Sculpture",ABC Ballarat,VIC,Ballarat,,-37.5675,143.8509,http://www.abc.net.au/local/photos/2014/12/18/4151361-mediarss.xml, Puppet master Scott Wright has brought three new friends home to Ballarat The giant puppets will perform at Sovereign Hill over the school holidays His television repairman father was offered a colour television as a test and the young Scott was soon an avid Sesame Street fan Jim Henson has a lot to answer for he said Scott formed the performance company Erth while still living in Ballarat and is now artistic director of the internationally successful Sydney-based outfit Now a project at Sovereign Hill has brought the artist back home to work in a familiar space As a child Scott spent a lot of time at the then community-run museum One day while participating in a re-enactment of the Eureka Stockade with his father he found himself stranded on the burning roof of a replica Eureka Hotel The only way down was for me to jump I think it was in 1980 there was a photograph of me leaping mid-air from this burning hotel on the front cover of the Ballarat telephone book Despite that slightly traumatic memory Scott says the invitation to come home to work on a project at Sovereign Hill was intriguing His team has created three automata which are 17th century mechanical robots The story goes that a human character called Tinker - who works during the day to repair things - is fascinated by the industrial revolution By night Tinker decides to create the automata that inhabit various locations around Sovereign Hill There a miner who lives in the diggings a school teacher who lives at the school and a blacksmith who lives in the foundry Scott says it important for puppet characters to have a backstory and to interact with visitors because it makes them more than just an object in the landscape He says that as the skills of the puppeteers grow over the summer the characters will further develop and mature At the moment they're like babies and they're learning their environment but eventually they're going to rule The huge puppets are over three metres high and require several people to manoeuvre them They've been specifically designed to blend in with the surrounding environment It was how do we lend from the architecture from the colour palette the general aesthetics of Sovereign Hill and make things that are out of place seem like they belong Scott said It took weeks to train the staff of Sovereign Hill to operate the heavy puppets Scott says usually dancers or physical performers make the best puppeteers We want people who have a sense of anatomy and how the body functions You're looking for people who have a certain sensitivity as well and a good sense of play Scott says with shows such as The Lion King Warhorse and King Kong - not to mention Erth own Dinosaur Zoo - finding huge success puppetry is the new black I think puppetry is something that been underestimated for a very long time and we're only now starting to appreciate its value Majestic Mythical Marvels is showing at Sovereign Hill from the 26th of December till the 26th of January</strong>,"images/0024.png"
Patricia Piccinini's hyper-real world of new life forms comes to Warrnambool,http://www.abc.net.au/local/photos/2014/04/04/3978464.htm,4/04/2014,http://www.abc.net.au/reslib/201404/r1258785_16841129.jpg,Part of the work 'The Welcome Guest',Copyright: ABC | Source: ABC Local Radio | Byline: Jeremy Lee,"Arts and Entertainment:Visual Art:Sculpture,",ABC South West Vic,VIC,Warrnambool,patricia piccinini the touch of another genetic manipulation life forms creations human genetics artist sculpting silicone warrnambool abc south west victoria breakfast jeremy lee warrnambool art gallery,-38.2866,143.0053,http://www.abc.net.au/local/photos/2014/04/04/3978464-mediarss.xml, Art can challenge inspire question and provoke and in the case of Patricia Piccinini her creations can do all of those things at the same time But what are they exactly? That the question many people will ask when they see her exhibition The Touch Of Another at the Warrnambool Art Gallery Patricia explains the themes of her work by saying I think my work is kind of mythological in that I do think we are changing the world around us and I'm asking the questions why are we doing it and what a good enough reason to do that The pieces play with ideas about genetic manipulation about how we as humans might use this technology in the future and about the forms and creatures we might create I'm a visual artist so there are lots of levels to the work  it has to have an element of spectacle about it so it has to be arresting in some way Being conditioned by Hollywood as we are our first response to these sorts of ideas is to be fearful of them or to expect them to be predators in some way but Patricia plays with these notions by filling the pieces with love A prime example is the work The Welcome Guest which shows a small girl being embraced by a creature with long sloth-like claws Sometimes people think I want to shock the audience when in fact I don't I actually try to create things that are beautiful The techniques Patricia uses have taken a great deal of time to develop and she works with many other talented people to give her works their amazing lifelike qualities As many people often want to touch her pieces this exhibition includes a small baby creature which visitors can cradle and pat so you can feel the material she uses to create her pieces The Touch Of Another will be on display at the Warrnambool Art Gallery until Thursday the 12th of June     Patricia Piccinini talks about The Touch Of Another',"images/0588.png"
Unearthing the treasures of the Garden of St Erth,http://www.abc.net.au/local/photos/2014/04/04/3978503.htm,4/04/2014,http://www.abc.net.au/reslib/201404/r1258749_16840254.jpg,This historic cottage - built in the 1860s - is the focus of the garden. It's framed by a vibrant herbaceous border that is in flower through summer and autumn.,Copyright: ABC | Source: ABC Local | Byline: Lily Partland,"Community and Society, Community and Society:History:19th Century, Community and Society:History:20th Century, Community and Society:History",ABC Ballarat,VIC,Blackwood,"gardening,",-37.4737,144.304,http://www.abc.net.au/local/photos/2014/04/04/3978503-mediarss.xml, Now a vibrant Eden it was the garden that should never have been due to the condition of the land in the 1970s Current head gardener Julian Blackhirst says a soil assessment at the time came back with the advice that it was completely inappropriate soil in which to make a garden This was due to the heavy gold mining activity in the area that had ravaged the landscape in the 1800s When people mine they turn the soil over constantly and break up rocks so what we're dealing with is essentially mining rubble But the plantsman pushed on with his plan and built up the Garden of St Erth that contained a huge collection of rare plants While Mr Garnett focus was on unusual plants - with little thought given to their aesthetic value - The Diggers Club decided to put more emphasis on looks when it purchased the garden in 1996 Mr Blackhirst says a lot of time goes into designing the layout of different parts of the six-acre garden such as the herbaceous border around the property historic cottage It a little bit like a painting When you're putting it together you need to make sure all the colours go with each other and all the textures go with each other You've got to make sure the plants are flowering at the same time and that the plants you put next to each other have the same cultural requirements you wouldn't put a very thirsty plant next to a plant that likes dry conditions The garden is named after the Cornwall town where the man who built the stone cottage in 1861 came from The stonemason Matthew Rogers ran a boot factory general store and post office out of the cottage and did very well out of it financially as he catered to the miners needs Mr Blackhirst says the current gardens were designed around the cottage So with the lovely sandstone and the nice earthy colours of the cottage we've tried to match flowers up against it The gardeners at the Garden of St Erth use organic practices producing large amounts of compost to further build up the quality of the soil In the food garden they use intensive French horticultural practices to get as much produce as possible from small plots of land They grow publicly-owned heirloom varieties of fruits and vegetables that are then used in the garden cafe Heirloom seeds are part of humanity cultural heritage so it really important that we don't lose them and it really important to keep them for flavour variety and for food security Mr Blackhirst says one of the key aims of the garden is to show what possible in the Australian climate and to encourage Australian garderns to be more adventurous In Australia people have been really conservative in the past and just grown your traditional agapanthus and roses We're trying to encourage people to grow a wider variety of plants This weekend is the     Lily Partland speaks with the Garden of St Erth head gardener Julian Blackhirst,"images/0589.png"
Blazeaid helping Australia one fence at a time,http://www.abc.net.au/local/photos/2014/04/03/3977642.htm,3/04/2014,http://www.abc.net.au/reslib/201304/r1102198_13303076.JPG,"Farmers and BlazeAid volunteers working shoulder to shoulder, in the Kybeyan Valley, NSW",Copyright: ABC | Source: ABC Rural | Byline: Stephanie Watson,"Disasters and Accidents:Fires:Bushfire,",ABC Melbourne,VIC,Wandong,"Melbourne: Mornings, conversation hour, blazeaid, Governor General",-37.35,145.0167,http://www.abc.net.au/local/photos/2014/04/03/3977642-mediarss.xml, Wandong is just the latest in a series of disaster hit communities to be helped by Blazeaid Born out of Victoria Black Saturday bushfires Blazeaid has since rebuilt more than 1000 km of fencing destroyed by bushfire and flood Currently Blazeaid is calling for volunteers in Victoria and South Australia The ABC Prue Bentley and Jonathan Ridnell will be broadcasting from Blazeaid Wandong staging point at LB Davern Reserve on Monday from 10-11am You'll have a chance to hear how the community is recovering after a challenging bushfire season If you're in the area come along to LB Davern Reserve otherwise tune in to ABC Victoria or stream it online,"images/0589.png"
"Dahlias, dahlias and more dahlias at the Portland Botanic Gardens",http://www.abc.net.au/local/photos/2014/04/02/3976865.htm,2/04/2014,http://www.abc.net.au/reslib/201404/r1257786_16817614.jpg,Dahlias,Copyright: ABC | Source: ABC Local Radio | Byline: Jeremy Lee,"Lifestyle and Leisure:Gardening,",ABC South West Vic,VIC,Portland,portland botanic gardens glenelg shire council gardening van mueller guilfoyle donna ellis breakfast abc south west victoria jeremy lee,-38.3435,141.5026,http://www.abc.net.au/local/photos/2014/04/02/3976865-mediarss.xml, For the next in our occassional series exploring the South West Botanic Gardens we visited Portland where we found more dahlias then you've probably ever seen anywhere else Part of the gardens were lost in the 1950s when the Port of Portland was created but it still a sizeable and diverse place with many different and wonderful spaces to explore Perhaps unusually a croquet lawn created in the 1860s sits in the middle of the Portland Gardens providing what must be one of the most picturesque croquet settings anywhere in the world As Bill Buck from Glenelg Shire Council says there also used to be a tennis lawn and at the rear of the gardens there even used to be some islands Like most Botanic Gardens the Portland one contains some rare plants and some sections which clearly demonstrate certain varieties of plants especically rose and dahlia varieties The dahlias in particular are magnificent at the moment and are grown to be used in the ANZAC day floral display which Portland puts on every year in front of the Council Chambers As our resident gardening expert Donna Ellis noted it can be slow going around the Portland Botanic gardens because there so much to see     Bill Buck and Donna Ellis talk about some of the highlights of the Portland Botanic Gardens,"images/0590.png"
Horsing around on Banjo's 150th birthday,http://www.abc.net.au/local/photos/2014/04/01/3976137.htm,1/04/2014,http://www.abc.net.au/reslib/201404/r1257287_16806990.jpg,Towong poet Maurie Foun (L) with festival chairman Glen Ward at Maurie's property overlooking the Upper Murray. In the background is the natural amphitheatre and performance stage constructed by Maurie.,Copyright: ABC | Source: ABC Goulburn Murray | Byline: Nick Fogarty,"Arts and Entertainment:Events:Carnivals and Festivals, Arts and Entertainment:Music:Folk, Arts and Entertainment:Poetry, Environment",ABC Goulburn Murray,VIC,Corryong,"abc, abc goulburn murray, banjo paterson, maurie foun, glen ward, horses, poetry, arts, history, culture, corryong, jack riley,",-35.7997,148.0986,http://www.abc.net.au/local/photos/2014/04/01/3976137-mediarss.xml, Renditions of Australia greatest bush poem will be charged with extra emotion this weekend in Corryong as the Man from Snowy River Bush Festival celebrates Banjo Paterson 150th birthday The festival centred around the famous Paterson poem of the same name will show off the best horseriders poets and musicians in the region Festival chairman Glen Ward said the re-enactment of the poem was always a great drawcard as was Riley Ride a four-day horse ride inspired by legendary stockman Jack Riley The Stockman Challenge poetry competitions and screening of the Man from Snowy River film add to the theme It gives people the opportunity of doing numerous different things and be entertained for what we consider to be a very it not a very expensive weekend at all for families Mr Ward said Local poet Maurie Foun who hosts many of the travelling wordsmiths at his eco-campground and natural amphitheatre said he hoped to provide an authentic bush poetry venue The structure made out of probably 90 per cent recycled materials the timber come from the pine trees that were growing on a plantation next door he said So I've utilised pretty much everything that I can to create this atmosphere that we have Junior and senior poetry recitals open mic and the Victorian Bush Poetry Championships will provide a full bill for Banjo Paterson wannabes Maurie Foun said he didn't need to go far to find inspiration for his own poetry I'm very influenced by nature and the natural surroundings here he said CJ Dennis is in fact one of my favourites I think creatively he was just brilliant and of course The Banjo and Henry Lawson The festival runs from the 3rd to 6th of April Hear Maurie Foun poetry in the audio player     Towong bush poet Maurie Foun recites some of his finest work while festival chairman Glen Ward speaks to Nick Fogarty about the calendar of events,"images/0594.png"
Behind the scenes at Circus Oz's new building,http://www.abc.net.au/local/photos/2014/03/28/3973559.htm,28/03/2014,http://www.abc.net.au/reslib/201403/r1255593_16769296.jpg,The front entrance of Circus Oz's new building in Collingwood,Copyright: ABC | Source: ABC Local | Byline: Simon Leo Brown,"Arts and Entertainment:Theatre,",ABC Melbourne,VIC,Collingwood,"Melbourne, Circus Oz,",-37.8053,144.9893,http://www.abc.net.au/local/photos/2014/03/28/3973559-mediarss.xml, Circus Oz has officially launched its new premises in Collingwood Take a peek behind the scenes,"images/0598.png"
Melbourne International Comedy Bites 2014 in pictures,http://www.abc.net.au/local/photos/2014/03/27/3972796.htm,27/03/2014,http://www.abc.net.au/reslib/201403/r1255120_16759019.jpg,The Capitol Theatre crowd enjoy a laugh during the live broadcast of Comedy Bites 2014,Copyright: ABC | Source: ABC Local | Byline: Karen Brookes,"Arts and Entertainment:Comedy (Humour), Arts and Entertainment:Radio, Information and Communication:Broadcasting:Radio,",ABC Melbourne,VIC,Melbourne,"Melbourne: Evenings, Melbourne International Comedy Festival, comedians, live, broadcast, Capitol Theatre, Lindy Burns, Lawrence Mooney, stand-up",-37.815032,144.9622,http://www.abc.net.au/local/photos/2014/03/27/3972796-mediarss.xml, Our annual smorgasboard of Melbourne International Comedy Festival artists featuring bite-sized chunks that'll leave a funny taste in your mouth In a good way Broadcasting live from the Capitol Theatre Lindy Burns and co-host Lawrence Mooney wrangled 21 local and international comics on and off the stage in front of a live audience of 7000 people* Richard Stubbs and Prue Bentley joined them pre-show to chat with the comedians and mingle with the crowd Comedians featured on the night include (deep breath) Doc Brown (UK) Sean Cullen (Canada) Carl Donnelly (UK) Anjelah Johnson (USA) Milton Jones (UK) Shappi Khorsandi (UK) Jen Kirkman (USA) Sara Pasco (UK) Harley Breen  Damian Callinan  Sean Choolbarra  Nick Cody  Anne Edmonds  Luke Heggie  Suren Jayemanne  Colin Lane  Luke McGregor  Dave O'Neil  Adam Rozenbachs  Denise Scott and Alasdair Tremblay-Birchall  The 2014 Melbourne International Comedy Festival runs from March 26 - 20 April * Not the actual number of people present,"images/0599.png"
Little Foot-steps for Corryong folk trio,http://www.abc.net.au/local/photos/2014/03/27/3972938.htm,27/03/2014,http://www.abc.net.au/reslib/201403/r1255127_16759149.jpg,"Little Foot, made up of (L) Jack Regan, (C) Mia Bettio and (R) McKinnon Heycox, jamming in McKinnon's back shed in Corryong. The three go to the same school but all live in different towns, making rehearsal difficult.",Copyright: ABC | Source: ABC Goulburn Murray | Byline: Nick Fogarty,"Arts and Entertainment:Music:Folk, Community and Society:Regional, Community and Society:Youth,",ABC Goulburn Murray,VIC,Corryong,"abc, abc goulburn murray, music, little foot, band, corryong, mia bettio, arts, culture, youth, education,",-35.6997,148.0986,http://www.abc.net.au/local/photos/2014/03/27/3972938-mediarss.xml, A sick old cat provided unlikely inspiration for a young alternative-folk trio in the Corryong high country Teenage folk-alternative trio Little Foot had won a competition and were on their way to a recording session in Wagga when they realised they still didn't have a name After trying a few they eventually decided on the name of vocalist Mia Bettio cat which was on its last legs We knew he was gonna pass pretty shortly and we had some pretty fun times with Little Foot the cat says guitarist Jack Regan The band is jamming in drummer and banjo player McKinnon Heycox back shed in Corryong in a studio setup he inherited from his older brother While they all go to the same school their homes are scattered in different towns along the Murray Valley Highway making rehearsals difficult The band only officially formed about two months ago after the Rockorryong band competition but Bettio says it was a natural progression for young artists in a small town Being in such a small school you kind of know everyone really well she says If someone into the same things as you you're more than likely going to be in the same circle of friends A love of bands like Mumford and Sons and Paramore is giving them direction in their own songwriting but Regan says it very early days I really like the acoustic sounds so we tend to stick to those but it pretty fun to add in other stuff sometimes he says We're sort of just trying to find our own sound at the moment I think Hear the Little Foot jam and full interview in the audio player     Corryong band Little Foot met at school and rehearse in band member McKinnon back shed They've only been together for six months but have already won a competition to record a single,"images/0599.png"
Dereel's destroyed possessions reborn as cutting edge art,http://www.abc.net.au/local/photos/2014/03/27/3972439.htm,27/03/2014,http://www.abc.net.au/reslib/201403/r1254653_16749416.jpg,"Jeffrey Kirsten with his alien, which is made out of scrap metal from the Dereel fire.",Copyright: ABC | Source: ABC Local | Byline: Lily Partland,"Arts and Entertainment, Arts and Entertainment:Visual Art, Arts and Entertainment:Visual Art:Sculpture, Community and Society",ABC Ballarat,VIC,Dereel,"fire, bushfire, Dereel, art, sculptures, artwork",-37.8167,143.75,http://www.abc.net.au/local/photos/2014/03/27/3972439-mediarss.xml, One year ago a fire destroyed 16 homes in Dereel While some in the community are still struggling to rebuild their homes and lives retired welder Jeffrey Kirsten is using his creativity and skills to create art from the scrap metal the fire left behind There a pig made from two gas cylinders a big cat made from horseshoes a Scottish Terrier made from bicycle chains Then there are the more difficult to identify creatures - such as something that could be an echidna with horns made from exercise bike handles But standing in pride of place at the front gate - with its screw claws raised threateningly and screw teeth bared - is a two metre high alien Jeffrey says 95 percent of the alien parts - of which there are hundreds - came from the fire So this whole thing you could say has arisen and come out of the fires And that why I made it The retired welder and boilermaker says he started making the sculptures when he noticed lots of material - scrap tools springs compressors gas bottles - lying around after the fire Everyone was going to get rid of this and I was looking at it and thought I could use that and maybe do something with it While Jeffrey says he always been creative and enjoys drawing before he was retired he didn't have enough time to pursue his artistic interests Primarily his sculptures gave him something to do and he was able to use his welding skills to put his creatures together It kept me from being bored and I thought I'll make them and then I'll stick them all over the yard and then people who live here can see them all and they'll enjoy looking at it Jeffrey creatures attracted a lot more attention than he expected and soon people were asking if they were for sale He now sold - sometimes reluctantly - about 15 of his sculptures mostly to locals It gives me satisfaction knowing they like it and it also gives me satisfaction knowing that they know where it comes from and that one of the reasons why they bought it They bought it for the artwork but they also bought it because it came out of the fire     Lily Partland speaking with Jeffrey Kirsten about his scrap metal sculptures,"images/0599.png"
Shrinking congregation leads to Seaspray church sell-off,http://www.abc.net.au/local/photos/2014/03/25/3971213.htm,25/03/2014,http://www.abc.net.au/reslib/201403/r1254146_16738432.JPG,"The Anglican church in Seaspray, up for auction as the church says it can't afford to keep it open.",Copyright: ABC | Source: ABC Gippsland | Byline: Jenni Henderson,"Community and Society, Community and Society:History, Community and Society:Religion and Beliefs, Community and Society:Religion and Beliefs:Anglicans",ABC Gippsland Vic,VIC,Seaspray,abc gippsland seaspray church anglican worship small town,-38.3667,147.1833,http://www.abc.net.au/local/photos/2014/03/25/3971213-mediarss.xml, The Anglican diocese is auctioning off its church at Seaspray because it can't afford to keep the building open for services Whilst the decision has left some locals saddened at the loss of the building Bishop of the Diocese of Gippsland John McIntyre says its indicative of how the church is changing He says no more than half a dozen people worshipped there and there have been no services in the building for the past six months The reality is that a lot of our small what we call branch churches are now closing because they are in very small communities and they date back to times when travel was far more difficult than it is today If we have worshipping Anglicans in some of those centres now they're more inclined to come to the larger centres says Bishop McIntyre Over the past eight years he has deconsecrated 10 churches across Gippsland The reality is we're not as robust as we used to be that one factor our numbers aren't what they used to be says Bishop McIntyre To combat this the church now runs services in other locations such as people homes and community halls it also runs preschool and craft groups Our intention is not trying to trap people into coming to church but to engage positively in communities so that people see the value of having the church there says Bishop McIntyre The heritage value of church buildings</strong> The Anglican church does preserve some churches with heritage value Bishop McIntyre says He points to the example of the oldest church in Gippsland at Tarraville owned by the Anglican church and kept open to the public It a very very old wooden building quite a pretty little thing he says However this doesn't happen with all buildings owned by the church In other cases deconsecrated Anglican church buildings have been bought and used by businesses What we tried to do in some contexts is work with other groups in the community to see that the building stays as part of the streetscape Bishop McIntyre says He says unless the building in question has a heritage overlay the decision on what it is used for once sold is out of the church hands History of the Seaspray Anglican church</strong> The church was built and dedicated in 1937 at a cost of 230 pounds Members of the Seaspray community at the time donated items such as a bible sanctuary chair prayer desk and altar Rose Jackson who is now 92 grew up in the town and remembers going to sunday school at the Seaspray church as a teenager We always went to sunday school and yes that because we had no where else to go it was a day out for us! Seaspray in them days there was nothing she says     Rose Jackson is 92 and grew up in Seaspray She remembers going to the church when she was a teenager,"images/0601.png"
"Red dust, dried fruit and the queen",http://www.abc.net.au/local/photos/2014/03/24/3970128.htm,24/03/2014,http://www.abc.net.au/reslib/201403/r1253534_16724331.jpg,"Queen Elizabeth II visits Barclays Block in Red Cliffs, 1954",Copyright: ABC | Source: supplied | Byline: VicRoads,"Community and Society, Community and Society:History, Human Interest, Human Interest:Royal and Imperial Matters",ABC Mildura - Swan Hill Victoria,VIC,Red Cliffs,"queen-elizabeth, royalty, red-cliffs, 1954, victoria, dust, vineyard, 1954-australian-tour, queen, community, rural, pickers, anniversary, history,",-34.3068,142.1884,http://www.abc.net.au/local/photos/2014/03/24/3970128-mediarss.xml, It hard to imagine Queen Elizabeth II forgetting her visit to the town of Red Cliffs one of several stops made in her 1954 Australian tour Her white shoes were stained with the red dust in a local vineyard and she was presented with enough dried fruit to last a lifetime Tens of thousands cheered the Queen and Prince Phillip when they arrived at Quandong Park with the local paper reporting that Red Cliffs had never known such traffic as the line of cars buses and trucks which filled the streets But it was the visit to Nat and Daisy Barclay vineyard that made the trip special It was quite a personal sort of outing really because there wasn't hoards of people there - there was only a selected few says Eunice Wake who was 16 at the time As a family friend of the Barclays Ms Wake was chosen to demonstrate the picking and dried fruit process to the royals I had the picking knife and the dip tin and picked the grapes into the buckets And while we were picking the grapes the Duke came over and asked how we picked the grapes and what happened to them after that and the Queen came with him and stood by - but he asked all the questions Ms Wake says she remembers she was wearing a pair of peddle-pushers and a shirt while the other picker wore a peasant skirt and blouse Between the two of us picking girls who were dressed accordingly  we  answered his questions up until the time the grapes went to the dipping It is believed the Queen had heard about Red Cliffs from her uncle the Duke of Gloucester who had visited in 1934 Helen Petschel is the president of the Red Cliffs Historical Society and says it important to the town to mark the 60th anniversary of the Queen visit Probably never in the future and certainly not in the past has Red Cliffs hosted 33 thousand people so it something that celebrates Red Cliffs she says     Red dust dried fruit and the queen,"images/0604.png"
"Digging in the crates with the Bendigo Record, Comic and Toy Fair",http://www.abc.net.au/local/photos/2014/03/24/3969899.htm,24/03/2014,http://www.abc.net.au/reslib/201403/r1253425_16721661.jpg,"Bendigo Record, Comic and Toy Fair founder Peter Pascoe",Copyright: ABC | Source: ABC Central Victoria | Byline: Corey Hague,"Arts and Entertainment:Music, Arts and Entertainment:Popular Culture,",ABC Central Victoria,VIC,Bendigo,"Bendigo Record Comic and Toy Fair, bendigo record collectors, bendigo comics, record fair, comic con, record collectors, wax, vinyl, toys, star wars",-37.1597,144.5789,http://www.abc.net.au/local/photos/2014/03/24/3969899-mediarss.xml, Collecting isn't just about owning things its also about the thrill of the chase After a 20 year absence the Bendigo Record Comic and Toy Fair has gone off with a bang And a Zap And a Pow Is this the original gatefold on Prestige? This is the first crossover with a foil How much for the repress? They're not from another planet they're speaking collector And they're happy to have the chance to speak in their native tongue with other fans It kind of sells itself There hasn't been a record and comic fair in Bendigo for about 20 years I think a lot of people want it to happen says Peter Pascoe the superhero behind the event And despite the obvious success of the event he has even bigger plans for the future I'd personally like to see the more nerd fringe of Bendigo come around and make it bigger like a Comic-Con But we'll see how the interest goes For now it clear that the chance to dig through dusty crates for vinyl flip through boxes for comics or lust after elusive childhood toys is enough for locals to enjoy     The sounds of the Bendigo Record Comic and Toy Fair,"images/0605.png"
"How the bush has restored itself, a year on from the Aberfeldy bushfire",http://www.abc.net.au/local/photos/2014/03/21/3968674.htm,21/03/2014,http://www.abc.net.au/reslib/201403/r1252486_16702346.JPG,Mountain gum seedlings sprouting again amongst even the most rocky soils.,Copyright: ABC | Source: ABC Gippsland | Byline: Jenni Henderson,"Disasters and Accidents, Disasters and Accidents:Fires, Disasters and Accidents:Fires:Bushfire, Environment",ABC Gippsland Vic,VIC,Seaton,abc gippsland aberfeldy bushfire fire regeneration burnt burn department of environment and primary industries state government,-37.9333,146.65,http://www.abc.net.au/local/photos/2014/03/21/3968674-mediarss.xml, Bird calls ring out amongst the blackened trees covered in green foliage it one of the signs you can tell life is coming back to the bush More than 85000 hectares of land was burnt in the Aberfeldy bushfire a year ago now that four seasons have passed the bush is finally rebuilding It was black there was nothing on the ground the sticks were black there was no canopy nothing This bush is coming back satisfactorily it got the diversity these trees have actually grown quite well given they've only had one Spring Overall it regenerating quite well given the circumstances he says As he walks through the bush near Seaton Mr Pike notices the wattle seedlings poking out from between the rocks the native grasses covering the ground and the marks left on the ground from where the fire baked the soil till it changed colour The trees all have a green fuzzy appearance The eucalyptus bark protected buds from the blaze that are now growing into new branches Weeds still dot the roadside but they have been reduced by the fire as they're less resilient than native plants To hear more about how the bush is growing again listen to the audio tour above     Geoff Pike district manager for South Gippsland with the Department of Environment and Primary Industries talks about how the bush is growing back after the Aberfeldy bushfires,"images/0605.png"
The monarch butterfly nursery,http://www.abc.net.au/local/photos/2014/03/18/3966163.htm,18/03/2014,http://www.abc.net.au/reslib/201403/r1250811_16664129.jpg,"The first monarch, nicknamed Alpha, emerges from his cocoon and hangs on a milkweed stalk as his wings expand and set. The pupa to his left contains Bravo, about to hatch.",Copyright: ABC | Source: ABC Local | Byline: Terri-Anne Kingsley,"Science and Technology:Animals:Invertebrates - Insects and Arachnids,",ABC Central Victoria,VIC,Bendigo,,-36.6597,144.7789,http://www.abc.net.au/local/photos/2014/03/18/3966163-mediarss.xml, It a new generation of monarch butterflies It turns out that monarch caterpillars are quite picky and will only eat swanbush (also called milkweed) and with a thousand caterpillars Ellen needed enough milkweed to feed them The appeal for swanbush worked and Ellen had enough to feed her horde of hungry caterpillars She brought nine of the pupae into the station and we've been fascinated by them Four have hatched so far The first batch - named them Alpha Bravo and Charlie - hatched on the 18th of March When their wings fully inflated and dried we released them into the wild (that is a flowering bush in the front yard) The next day Delta hatched We tried to take him outside as carefully as we had the first three but he got a sniff of fresh air and flew off the moment the door was open The remaining pupae went home with a staff member some to home and some to a local classroom Echo the fifth monarch has hatched and six-year old Nathan Broad had a great reaction to the new arrival,"images/0610.png"
Sale audience offered ICE Advice,http://www.abc.net.au/local/photos/2014/03/20/3967705.htm,20/03/2014,http://www.abc.net.au/reslib/201403/r1251829_16686988.JPG,An audience at the Ice Advice forum in Sale listen to a range of presenters talk about the drug.,Copyright: ABC | Source: ABC Gippsland | Byline: Jenni Henderson,"Community and Society, Community and Society:Drugs and Substance Abuse, Education:Alcohol Education, Education",ABC Gippsland Vic,VIC,Sale,abc gippsland wellington shire sale drugs ICE methamphetamine forum community,-38.3125,147.2668,http://www.abc.net.au/local/photos/2014/03/20/3967705-mediarss.xml, An audience of more than 300 people were shocked by the images stories and experiences of those dealing with the methamphetamine ICE at an information night in Sale The Ice Advice forum was organised by the Wellington Shire Council its youth council and local police Allan Coad a wiradjuri yorta yorta man made the trip from Lakes Entrance to Sale to hear more about how the drug might apply to social work He is currently studying a certificate four at TAFE in community services and is a former drug and alcohol addict himself I'm concerned about the impact this is having in our community especially I'm an Indigenous person and these things seem to impact more on our community he says Senior Magistrate Clive Alsop who has been vocal in the past about the rise of ICE use in regional communities told the audience at the forum that over the past four years he had seen a rise in the number of people presenting at court due to ICE from about 400 to 5000 Gasps arose from the audience as members of the Victoria Police Clandestine Laboratory showed photo of the crank bugs ICE addicts experience This is when the body tries to get rid of the toxins from the drug and this results in itchy spots that addicts scratch sometimes removing layers skin ICE is an interesting drug because it increases someone euphoria and allows them to have extreme confidence The problems exist though when paranoia starts to come in along with that you can have panic attacks Then associated with that increased level of confidence comes violence says Sale paramedic Shannon Shumski He also presented as part of the forum telling the audience of how he had to physically restrain and issue sedatives to ICE users in Sale who have become violent It scary from the fact that people are using it and they're not aware of what going on Mr Shumski says The methamphetamine can cause the users heart rate to go so fast they could lose consciousness or their heart could stop blood pressure can also increase leading to burst blood vessels and the possibility of stroke he told the audience Mr Shumski says it not like any other drug he seen before One of the organisers leading senior constable Rose Basford from Wellington Police says it important for community members to be on the look out for people they know who could be using the drug with indications such as changing habits the spending of more money and eating less Whilst ICE was portrayed as being a significant problem for the Wellington Shire community at the forum another guest speaker Julie Rae from the Australian Drug Foundation put this in the context of other drugs abused Around 80 per cent of the population consume alcohol around five per cent consume ICE so there the difference Alcohol is the major drug in terms of the most commonly used drug she says Ms Rae says people need to understand that drug use is very common in other forms such as tobacco caffeine and alcohol We need to put drug use into perspective in our lives Drug use will always be with us so we need to look at preventing harm from alcohol and other drugs instead of dealing with it once they've taken the drug We need to protect people from wanting to need a drug to assist them in their everyday life     Members of the crowd at the Ice Advice forum in Sale share their views on the drug,"images/0615.png"
