Title,URL,Date,Primary image,Primary image caption,Primary image rights information,Subjects,Station,State,Place,Keywords,Latitude,Longitude,MediaRSS URL,Words,Billboards
Preserving history through the art of film photography,http://www.abc.net.au/local/photos/2014/05/09/4001661.htm,9/05/2014,http://www.abc.net.au/reslib/201405/r1274044_17192717.jpg,Old wagon,Copyright: ABC | Source: Supplied | Byline: Albany Film Users Group,"Arts and Entertainment:Photography, Arts and Entertainment:Visual Art:Photography,",ABC Great Southern,WA,Albany,"photography, digital photography, film photography, cameras, technology, digital",-35.0239,117.8805,http://www.abc.net.au/local/photos/2014/05/09/4001661-mediarss.xml, As the digital world takes over there is a fear that photos will lose their value and become lost But how can the problem be solved? Almost every person you talk to will have a story to tell about how they lost their photos says Albany Film Users Group member Bob Symons From corrupted hard drives to lost camera cards and the expense of buying more memory the problems with digital storage are endless I can still hold up the negatives I took when I was a kid says Bob Digital photos that I took ten years ago I haven't got many What I've got I'm looking after now but it a very difficult thing to do Most members of the group own digital cameras but all have recently made the switch back to manual film cameras Something changes in your mind when you have the old cameras explains Bob Because most of us haven't got automatic on the cameras we have to do everything manually so we've got to set the lens exposure and think about the whole concept of the photo I think that where the improvement is that we actually get this feeling for the photo The group believes that although technology has advanced considerably when it comes to photography it all too easy for consumers to buy a sophisticated piece of equipment and shoot completely on automatic - losing the connection with the art We have to develop this feeling of being able to predict something so that we can see it coming and can snap it right on the spot So rather than taking 100 shots we'll take two or three And it just developing this feeling of - got it! The group are meeting regularly to exchange skills and equipment with one member even taking to a few cameras with an angle grinder to invent a hybrid frankencam',"images/0785.png"
Restoring Burt Street to its former glory,http://www.abc.net.au/local/photos/2014/05/08/4000865.htm,8/05/2014,http://www.abc.net.au/reslib/201405/r1273586_17182109.JPG,"Stage one of the Burt Street Revitalisation Project is almost complete, with the scaffolding coming down from 49 to 53 Burt Street.",Copyright: ABC | Source: ABC Goldfields | Byline: Rebecca Brewin,"Arts and Entertainment:Design:Architecture, Community and Society:History:20th Century, Community and Society:History,",ABC Goldfields WA,WA,Kalgoorlie,Burt Street Boulder Restoration Revitalisation Project Goldfields Kalgoorlie History Architecture,-30.7458,121.4715,http://www.abc.net.au/local/photos/2014/05/08/4000865-mediarss.xml, Stage one of a four-part restoration project to revive Boulder main street is almost complete The project will use $315 million of State Government funding to refurbishing the verandahs facades and parapets of historic buildings along Burt Street between Hamilton and Lane Streets It is hoped the refurbishment will help revitalise the struggling shopping strip as well as attract more visitors with its early 20th century look Project coordinator for the Burt Street Revitalisation Project Kristy Robinson said the project was not without its challenges The revitalisation project is to bring the shopfronts back to their former glory back in the heyday in the early 1900s There a huge amount of work going on and obviously with old buildings when you start pulling them apart you often find more problems than you anticipated Stage A is almost complete with stage B hoping to be completed before the end of the financial year At this point we're not running behind  but  we are hoping to make up some time on the next lot of shops because we started with the more difficult shop fronts They are absolutely amazing there been so much detail put back in to really reflect that early 1900s theme Ms Robinson said further work to attract more shoppers and visitors would be carried out after the restoration project This will bring up the street appeal and then the City is looking to consult with business owners and attract businesses that can sustain the street out here There certainly a lot more going on in the future then just prettying up the street,"images/0794.png"
Young blokes embrace passion for vintage tractors,http://www.abc.net.au/local/photos/2014/05/07/3999918.htm,7/05/2014,http://www.abc.net.au/reslib/201405/r1272927_17166946.jpg,One of the younger blokes behind the wheel,Copyright: ABC | Source: Supplied | Byline: Albany Film Users Group,"Rural:Agricultural Machinery, Rural:Rural Youth,",ABC Great Southern,WA,Albany,"tractors, vintage tractors, vintage machinery, vintage, farm gear, farm equipment, youth",-35.0239,117.8805,http://www.abc.net.au/local/photos/2014/05/07/3999918-mediarss.xml, A new generation of mechanically-minded teenagers and young adults are following in the footsteps of their forefathers Vintage tractor days around the country are often characterised by older farmers and mechanical enthusiasts but a new trend is bringing younger people to the fields ABC Stan Shaw spoke with a group of young blokes at the Vintage Plough Day just outside of Albany It not exactly a young person hobby It takes a special sort of person to do it go and find a rusty old bit of machinery in the bush or an old car and put a lot of time and money into it says 21-year-old Ashley But it something we really enjoy Ashley has restored a few old machines displaying his 306 Chamberlain and his late grandfather Massey Ferguson on the day That one had a full restoration just before he passed away he says It means a lot to me to bring that one along and represent him Ashley and his mates Nick and Bill have all been out in their family sheds tinkering around with machinery from a young age My dad has been in it for a long time and I've sort of followed behind him and am really enjoying it myself says Nick Bill is only 13 but he says that he already loves being around the machinery And his favourite display? The bulldozers! Each of the young blokes is keen to carry on the hobby It sort of a dying breed says Ashley It very crucial that we try to absorb as much of the old fellas knowledge as possible so hopefully we can carry it on into the future,"images/0802.png"
Fewer teams at surface mine rescue competition reflects downturn,http://www.abc.net.au/local/photos/2014/05/05/3997971.htm,5/05/2014,http://www.abc.net.au/reslib/201405/r1271724_17139435.JPG,A team from KCGM attempts to put out a drum fire in the firefighting scenario.,Copyright: ABC | Source: ABC Goldfields | Byline: Rebecca Brewin,"Business, Economics and Finance:Industry:Mining, Health:Occupational Health and Safety,",ABC Goldfields WA,WA,Kalgoorlie,Surface Mine Rescue Competition Mining Mine Safety Goldfields Kalgoorlie Downturn Boom Bust Chamber of Minerals and Energy First Aid,-30.7458,121.4715,http://www.abc.net.au/local/photos/2014/05/05/3997971-mediarss.xml, It was a quieter weekend this year as just seven rather than 18 mines rescue teams were put through their paces at the 2014 Surface Mining Emergency Response Competition Warning some people may find these images distressing The aim is to arm teams with the knowledge and experience to respond quickly and effectively in real life mining emergency scenarios Chairman of the Chamber of Minerals and Energy Eastern Regional Council mine rescue committee Tim Campbell said there were fewer competing teams this year Unfortunately this year the numbers are a little bit down we only have seven teams competing this year In previous years I guess when the mining industry was booming we had up to 18 teams which is the maximum we can run over a two-day weekend So it is a bit unfortunate to see only seven teams here this year but it is great that the management on sites have still supported their teams and sent them to the competition For the teams that did attend the experience gained is invaluable Norton Goldfields team captain Steve De Souza said mining competitions really help boost skills and confidence With the team members that we have although they do have the skills they sometimes feel a bit hazy he said I've responded to quite a few real emergencies since being part of the team in the last couple of years and without a shadow of a doubt this competition and the training beforehand really builds up your confidence and skills Kalgoorlie Consolidated Gold Mines (KCGM) 1 took out the overall honours for Best Team followed by La Mancha Resources in second place and in third place KCGM 2,"images/0811.png"
Mexican mariachi meets metal in Sydney trio Kallidad,http://www.abc.net.au/local/photos/2014/03/05/3957479.htm,5/03/2014,http://www.abc.net.au/reslib/201403/r1244801_16535851.jpg,"The glamourous side of music. Back stage at the Town Hall, Nannup",Copyright: ABC | Source: ABC Local | Byline: SK,"Arts and Entertainment:Music:Metal,",ABC South West WA,WA,Nannup,"southwest, mexican, mariachi, music, festival, nannup, Kallidad, Australian music,",-33.9804,115.7628,http://www.abc.net.au/local/photos/2014/03/05/3957479-mediarss.xml, Kallidad were a hit at the Nannup Music Festival Mix metal mariachi and flamenco Take two guitars a cajon drum box Add the scary skeleton face paint designs of Mexico Day of the Dead celebrations The result is Kallidad The group formed in Bondi and are building up a following both here and overseas Fingers fly up and down the frets the notes anchored and centred by Senor Bang Bang polyrhythmic drumming The trio hail from Sydney school friends who developed a liking of the same music the danceable frenetic mariachi Between them they have an eclectic mix of musical tastes from reggae to blues and rock Mozart to metal On the scene for just a couple of years they've released one album to date The Whack  and plan to record again shortly Their energy and dexterity easily won over the Nannup Music Festival goers     Pollo Negro from CD The Whack,"images/0831.png"
The Exmouth flood in pictures,http://www.abc.net.au/local/photos/2014/04/29/3994242.htm,29/04/2014,http://www.abc.net.au/reslib/201404/r1269282_17081569.jpg,,Copyright: ABC | Source: Supplied | Byline: Natalie Burke,"Disasters and Accidents:Floods, Weather:Rainfall,",ABC North West WA,WA,Exmouth,"exmouth, floods, cape range national park, coral bay, Minilya-Exmouth Road, weather, traffic",-21.9415,114.1236,http://www.abc.net.au/local/photos/2014/04/29/3994242-mediarss.xml, However the pastoralists of the region are happy about the unseasonal deluge that has drenched the parched countryside and filled their dams Over the weekend roads in and out of Exmouth were closed and many residents and tourists were left stranded The start of the northern migration for many tourists has been dramatic Exmouth is a popular tourist destination for many travellers driving north But the local caravan park was swamped with flash floodwaters and some caravans were washed away Tourists camping in nearby Cape Range National Park were evacuated and housed temporaily in Exmouth The park remains closed as the environment department (DPaW) assesses the damage Tourists are now able to leave the town after part of the Minilya-Exmouth Road was re-opened on Monday afternoon These photos have been shared by local residents and tourists in Exmouth If you have any images to share you can post them and share them on our facebook page,"images/0837.png"
Highlights of Fairbridge Festival in photos,http://www.abc.net.au/local/photos/2014/04/28/3993561.htm,28/04/2014,http://www.abc.net.au/reslib/201404/r1268871_17072500.jpg,"Amadou Suso from Jaaleekaay played the kora, an instrument invented by one of his ancestors",Copyright: ABC | Source: ABC Local | Byline: SK,"Arts and Entertainment:Music:Acoustic, Arts and Entertainment:Music:Bands and Artists, Arts and Entertainment:Music:Folk, Arts and Entertainment:Music:Rock",ABC South West WA,WA,Pinjarra,"fairbridge music fesival 2014, southwest,",-32.6301,115.8716,http://www.abc.net.au/local/photos/2014/04/28/3993561-mediarss.xml, The 22nd Fairbridge Festival was one of the best with acts from Australia US UK and Africa Picking highlights was difficult Some of the best festival buzz was for Perch Creek Family Band Barons of Tang Jaaleekaay Eleanor McEvoy and Ami Williamson It rained but nobody worried too much as long as there was some way to scrape the mud off shoes Coolgrass were silly but with an underpinning of music dexterity honed by long years of playing Ami Williamson proved once and for all that she much more than John daughter As well as a gorgeous voice she has a wicked sense of humour Rushad Eggleston from the US is a cello virtuoso The audience got much more than that Kids and adults alike loved his weird wacky and plain manic sense of fun Enjoy some shots from around the tents,"images/0838.png"
Wet and wild conditions at the 2014 Nullarbor Muster,http://www.abc.net.au/local/photos/2014/04/28/3993531.htm,28/04/2014,http://www.abc.net.au/reslib/201404/r1268816_17071292.jpg,The bull riding is the most popular event for many people at the Nullarbor Muster.,Copyright: ABC | Source: ABC Goldfields | Byline: Rebecca Brewin,"Rural, Rural:Rural Tourism,",ABC Goldfields WA,WA,Kalgoorlie,Nullarbor Muster 2014 Rawlinna Kalgoorlie Goldfields Rodeo Bull Ride Gymkhana Rural Event Barbara Hogg,-30.7458,121.4715,http://www.abc.net.au/local/photos/2014/04/28/3993531-mediarss.xml, About 850 people trekked 400km inland from Kalgoorlie along a very soggy Trans Access Road for the 31st annual Nullarbor Muster at the weekend Nullarbor Muster Club committee secretary Barbara Hogg said she was pleased with the turn out despite the wet weather This year has been fantastic; we had about 850 people come out and it been raining every day We've had so many successful years and people want to keep coming back We have a pretty action packed weekend and it gives people plenty of things to do Barbara said the high-octane nature of the bull ride is what makes it so popular and attracts riders locally and from further afield It adrenaline pure adrenaline These guys that come they follow the circuit around the state I'm not biased but I think the best bull riders are the local ones Colin Simmons is a retired rodeo rider and makes the trip from Coolgardie to Rawlinna for the Muster to re-live the 20 years he spent riding bucking bulls and broncs I like the rough riding events because they were my specialty years ago Now I'm retired I like to keep coming back to rodeos I like the Muster because the people around here are good friendly people it a good atmosphere and all the events that carry on with it the rodeo the kids gymkhana everything is good     The 2014 Nullarbor Muster,"images/0840.png"
Firing shots in the name of history,http://www.abc.net.au/local/photos/2014/04/17/3988044.htm,17/04/2014,http://www.abc.net.au/reslib/201404/r1265083_16982397.jpg,The gun-firing volunteers,Copyright: ABC | Source: ABC Local | Byline: Brad Barber,"Community and Society:History, Defence and National Security:Veterans, Event:ANZAC Day,",ABC Great Southern,WA,Albany,"gun, guns, gun firing, cannon, military, princess royal military fortress, forts, albany fort",-35.0239,117.8805,http://www.abc.net.au/local/photos/2014/04/17/3988044-mediarss.xml, The team at the Princess Royal Military Fortress in Albany began the firing re-enactments during peak tourist seasons in the 1980s to give the public a taste of early military life They haven't looked back since and fire the gun during school holiday periods and currently in the lead-up to Anzac Day Though the projectiles they fire are only made of flour and alfoil the effect is still enough to make the crowd jump This gun would be drawn by six to eight horses and have about eight men operating it said the man in charge David Theodore Currently the gun is fired by a team of local volunteers who are fully trained to operate it John Hammond is the boss among the volunteers and was one of the people involved in initially restoring the gun for display over three decades ago There always a bit of a feeling of apprehension from the start that you're going to have some sort of trouble with misfires or something like that he said But once it sorted out and the gun gone off it usually quite spectacular It exhilarating On a slightly overcast day at the top of Mt Clarence a crowd has gathered to watch the gun firing What we're going to fire here today is only about one quarter or one third of the original charge David told the crowd What you're going to hear what you're going to see and what you're going to feel - multiply that by about four,"images/0847.png"
Treasure trove inside the Esperance RSL keeps family stories alive,http://www.abc.net.au/local/photos/2014/04/23/3990738.htm,23/04/2014,http://www.abc.net.au/reslib/201404/r1266941_17027836.jpg,"A photo of VC recipient Leslie ""Tom"" Starcevich in the Esperance RSL.",Copyright: ABC | Source: ABC Esperance | Byline: Rebecca Brewin,"Community and Society, Community and Society:Community Organisations, Community and Society:National Days, Defence and National Security:Defence Forces:Army",ABC Esperance,WA,Esperance,Esperance Returned Services League RSL president George Starcevich secretary Brian Pierce,-33.8614,121.8811,http://www.abc.net.au/local/photos/2014/04/23/3990738-mediarss.xml, Portraits of heroic lads like the Starcevich brothers and other local families are part of the treasure trove inside the Esperance Returned Services League sub branch It where members of the Esperance RSL meet Esperance RSL sub branch president George Starcevich and secretary Brian Pierce share some the stories behind the artefacts Local legends</strong> Grainy photographs of men from Esperance Salmon Gums and Grass Patch who served in the First and Second World Wars are among the most precious items in the room The Esperance sub branch is home to both the Esperance and Salmon Gums charters Most Esperance locals will be familiar with the names on both the charters and on the photo captions The name of the Starcevich family is very prominent In between the charters is a photo of the Starcevich brothers there seven there who all went to war below them we have a photo of Leslie Tom Starcevich who won a VC in Borneo Mr Starcevich said Tom is an uncle of mine his younger brother Stan is still with us here in the RSL Mr Starcevich said Next to him we have the four Lewis brothers three were killed in action in the First World War one was sent home to Australia to carry on the family name but he never married or had children  There is a photo of  the Smith brothers from Grass Patch three brothers didn't come home two did One died on the Death Marches in Sandakan one was killed in the fall of Singapore and one was washed away in a river in Papua New Guinea Both surviving brothers lived in Norseman for some time Spud was a good friend of Tom Starcevich They both were in the Middle East at the Battle of El Alamein in 1942 where Tom was wounded and Spud had a bullet put through his helmet and survived I made this picture up for Len Smith the surviving brother and handed it to him just prior to his death it was then handed back to the RSL The large legacy of Tom Starcevich</strong> Victoria Cross winner Leslie Tom Starcevich is a well known name in Esperance But he was lucky to make it into the Army at all after a farm accident When he was 14 my father accidentally shot Tom through the head He survived the bullet went below his brain out the back of his neck Mr Starcevich said His penchant for dodging bullets appeared to serve him well overseas He went on to be shot at Ruin Ridge at the battle of El Alamein in the Middle East He survived the shooting of 21 Japanese machine gunners without being hit they say his shirt was nearly ripped off his body but he was not hit He was a very lucky man he died very young as a 71-year-old here in Esperance He liked a beer on a hot day so he was a true Starcevich The Honour Rolls</strong> A telling item in the RSL hub is the Honour Roll One Honour Roll is dedicated to those who served in the First World War and another is for those who served in every war since then The two rolls demonstrate the toll that WWI had on the town population in the early days Some 70 people went from this town to serve their country and the population here would have only been about 350 people at the time Mr Pierce said You get very emotional when you start thinking of those people 20 were killed out of that 70 and most of the streets in Esperance now are named after the people who were prepared to give their lives for this country And the 20 who paid the supreme sacrifice for the safety of us as the future holders of the country George Dickinson; his mother received a letter from the Army saying he was Missing in Action and that all Later she received a letter from a Frenchman who found his body and his wallet with her name and address in it and he wrote to advise her that he had been killed in the War so it was very sad North Korean flag</strong> In the far corner of Esperance RSL is a tattered North Korean flag A gentleman from Grass Patch way was in the Korean War When they entered Seoul in 1951 this flag was flying atop a two story building he climbed up took it down and put it into his pack and brought it back with him Mr Pierce said When he passed away his wife generously donated it to us his medals have also been presented to us Keeping the legacy alive</strong> Ensuring all the history isn't lost and forgotten is the number one priority for both Mr Starcevich and Mr Pierce It the history it the sacrifice we can never forget that sacrifice and that my main reason for being here Mr Starcevich said The men say with the number of WWII veterans declining every year it more important than ever to have returned service men and women join their local RSL That why we need the younger people in the Vietnam War and the Afghanistan war to become part of our organisation because we have very few of the Second World War people who have survived Mr Pierce said,"images/0848.png"
Albany's 'textile terrorists' strike again,http://www.abc.net.au/local/photos/2014/04/17/3987929.htm,17/04/2014,http://www.abc.net.au/reslib/201404/r1264811_16974959.jpg,The Purly Queens,Copyright: ABC | Source: ABC Local | Byline: Chloe Papas,"Arts and Entertainment:Design:Craft, Arts and Entertainment:Visual Art, Arts and Entertainment:Visual Art:Installation,",ABC Great Southern,WA,Albany,"the purly queens, purly queens, knitting, craft, yarnbombing, craftivists,",-35.0239,117.8805,http://www.abc.net.au/local/photos/2014/04/17/3987929-mediarss.xml, The Purly Queens are renowned around the Great Southern for their woolly antics and have bombarded the old Esplanade Hotel site this Easter weekend This time the wily craftivists took on the old Esplanade Hotel Site stitching up the unappealing wire fences with crocheted and knitted flowers With over 25 yarnaholics making up the Purly Queens there is yarn-a-plenty across the site with flowers and creations of all stitches and sizes Though the Queens usually remain buttoned up to keep their plans under wraps this time they allowed the ABC Chloe Papas to infiltrate their ranks and join a pre-yarn bombing knit-together Their purly haven was filled to the crafters with yards of yarn and knitters with names like Captain Hook and Knit One Sip One laid out patterns as others got in their final stitches Each Queen has a different level of skill with some knitwise and experienced and others just picking up their first needles But they all have one thing in common the y(e)arning to bring colour and creativity to the streets of Albany A spokesknitter from the group said that the yarnbombing at the Esplanade Hotel Site was done to make a statement This wooly garden is our Field of Dreams The fence and the wasteland behind it are not how we want visitors to see our town she said The site has been an empty block of land for almost seven years with owners shelving plans to rebuild and the state government failing to reclaim the site It brings us all down to see this beautiful place left looking so awful said the spokesknitter At the very least it could be opened up and grass or flowering shrubs planted along the fence For the next few days at least the barren site will remain vibrant and colourful No doubt we'll see more from the yarny army down the track,"images/0853.png"
The Easter message is the Resurrection not the suffering says Bishop,http://www.abc.net.au/local/photos/2014/04/17/3987789.htm,17/04/2014,http://www.abc.net.au/reslib/201404/r1264590_16970134.jpg,"The Resurrection tapestry, designed by noted WA art Robert Juniper, is the altar centrepiece of St Patrick's Cathedral",Copyright: ABC | Source: ABC Local | Byline: SK,"Community and Society:Religion and Beliefs:Meditation and Prayer,",ABC South West WA,WA,Bunbury,"southwest, easter, religion, mass, devotion, catholic",-33.3267,115.6347,http://www.abc.net.au/local/photos/2014/04/17/3987789-mediarss.xml, Though we can be swept up in the pagan traditions of Easter like easter eggs the holiday has its foundation in the death and resurrection of Jesus Catholic Bishop of Bunbury Gerard Holohan explains the significance of the liturgy and rites for this major religious celebration A set of images often carved in relief depicts each step at which people can pause and pray They are a devotion and a meditation rather than a major liturgy explained Bishop Holohan Liturgy is the official worship of the church an experience of the power of Jesus if we are open to it he said About 500 people will attend the Stations on Good Friday morning in Bunbury His Grace estimated While there is some scriptural reflection and prayer he explained the emphasis is on personal reflection from the heart Fundamental faith The fundamental tenet of Christian faith is that Jesus calls people into a personal relationship said Bishop Holohan The Stations are an argument What more does he have to do to show that he wants a relationship with me? And to move me to respond in love to him? It a slow process for us to walk them through and think about them The Way as the Stations are also known reflects upon the physical and psychological sufferings of Jesus from his choice to be arrested and condemned to death through his scourging Roman crucifixion and death The outcome however is the Resurrection Bishop Holohan stressed which is about Jesus being alive and present If that forgotten people can look at the stations in terms of God gaining a lot of pleasure out of Jesus suffering in a horrible way which is not the meaning at all It about a loving God There are two versions of the Stations in use today The earlier is based on strong traditions rather than the Bible said Bishop Holohan For example in this version Mary wipes the face of Jesus when he is taken from the cross an image not present in the more modern set introduced by Pope John Paul II This depicts purely scriptural events A week of devotion Liturgies are the means he left us for drawing on His power said Bishop Holohan The different liturgies relate to different gifts for different needs of life Holy Week begins with Palm Sunday Jesus triumphant entry into Jerusalem The Wednesday before Easter is Holy or Spy Wednesday which remembers the betrayal by Judas For Catholics there are three major liturgies One is the Last Supper when Jesus gave us the Mass or the Eucharist The next is Good Friday the sufferings and then Saturday the Resurrection (Through) the Eucharist the Last Supper he stresses his love for example by washing his disciples feet Jesus wanted us to understand after his resurrection that the Mass was to be the means by which they draw upon his power If I bring to Mass my hurts my problems my struggles my questionsprovided I'm praying each day as well gradually I find his power changing me Hurts are healed; where there guilt there peace; weakness there strength The main liturgy of Easter is the vigil on Saturday night leading into the celebration of the Resurrection on Sunday Each week we celebrate the Resurrection on a Sunday and the power He offers for our lives The message for Catholics said Bishop Holohan is this I really do love you and I want you to relate with Me so I can share My power to help you in your daily life,"images/0855.png"
Medieval Renaissance Faire a unique way to celebrate Easter,http://www.abc.net.au/local/stories/2014/04/17/3987844.htm,17/04/2014,http://www.abc.net.au/reslib/201404/r1264951_16978816.jpg,Goldfields Medieval Renaissance Faire will have horse displays like this one seen at the St Barbara's Parade last year,Copyright: ABC licensed | Source: Goldfields Medieval Renaissance Faire (supplied) | Byline: Julie Beeson,"Community and Society:Charities and Community Organisations,",ABC Goldfields WA,WA,Kalgoorlie,Medieval Renaissance Faire Goldfields Kalgoorlie Lake Douglas,-30.7458,121.4715,http://www.abc.net.au/local/stories/2014/04/17/3987844-mediarss.xml, Lake Douglas 12km south west of Kalgoorlie will come to life with knights maidens and a royal court on the Easter long weekend But the timing of the Faire has nothing to do with the relationship between Easter paganism and medieval times and more to do with founder Julie Clift love for all things Renaissance I've always loved the medieval Viking and pirate eras I actually had a medieval 40th birthday party and ever since then I've wanted to hold a medieval event in Kalgoorlie because there has never been one here I said to my husband last year right! It about time we got up and did it and now it happening The Goldfields Medieval Renaissance Faire will go from 10am to 8pm on Saturday and is a fundraiser for the Royal Flying Doctors Service Patrons are encouraged to get involved by dressing in their finest medieval era threads We will have a royal court and a King and Queen storytelling a petting zoo kids merry go round belly dancers a Punch and Judy show a medieval horse show and pony rides There are a few acts coming from Perth sword and fire combat shows stilt walking lots of other fire acts and bouncy castles We're really encouraging people to dress up that what makes it The Faire committee have held a number of fundraising events in the lead up to Saturday most recently offering a chance to throw a wet sponge at a prisoner in the stocks for a donation We are raising money for the RFDS because they are our lifeline out here and they cover all aspects of health You never know when you might need them the majority of the committee have used the services of the RFDS With perfect weather forecasted Lake Douglas will provide a unique backdrop for the Faire I think people are going to be very surprised when they arrive out at Lake Douglas we've been working on it for so long and it going to be very good,"images/0856.png"
Growing roses in the dusty Goldfields,http://www.abc.net.au/local/photos/2014/04/14/3985064.htm,14/04/2014,http://www.abc.net.au/reslib/201404/r1263135_16937496.jpg,Maureen Hartley smells one of her fragrant roses,Copyright: ABC | Source: ABC Goldfields | Byline: Rebecca Brewin,"Lifestyle and Leisure:Gardening, Lifestyle and Leisure:Gardening:Flower/Foliage,",ABC Goldfields WA,WA,Kalgoorlie,Roses Goldfields Kalgoorlie Boulder Gardening Flower Show City of Rose Maureen Hartley,-30.7458,121.4715,http://www.abc.net.au/local/photos/2014/04/14/3985064-mediarss.xml, Far from the greenery of a lush British rose garden Maureen Hartley has battled pests heat and the Goldfields poor soil to keep her roses thriving A lush lawn separates the rose corner from the blooming passionfruit vine Maureen has grown roses for 10 years after taking over the task from her late husband There are many things to love about this popular bloom The perfume of them the colourful displays they produce for you it nice just to be out there with them and relaxing in the garden with the roses Maureen said They are my favourite Maureen grows a range of colourful and fragrant rose species Mr Lincoln which is a really ruby deep red and Double Delight which is the white rose with the pink tinge all around that beautiful and smells lovely as well It all about dirt</strong> Her advice for growing roses in Kalgoorlie-Boulder red dirt? Don't bother; cultivating decent soil is a must before you even begin You need to boost your soil with organic matter like mushroom compost and soil improver also you have the challenge of pests like Aphids and Black Spot and mildew which you can spray Otherwise if the water is kept up the heat doesn't bother them too much as long as they are watered well Maureen attributes her green thumb to following her father around the garden as a child My father had lots of vegetables and greenery and flowers fruit trees she said I was brought up in the garden following him around when I was little He had a lot of roses My other favourite is my passionfruit which is the biggest passionfruit I've ever seen and produces fruit summer winter spring and autumn It just won't stop growing I don't know what underneath there maybe cow manure? Maureen entered her roses in the City of Kalgoorlie-Boulder Flower Show at the weekend The rose category was the biggest which surprised WA Floral Art Society judge Brenda King I was very impressed I thought they won't grow roses in Kalgoorlie it will be too hot and the soil won't be suitable But I'm very impressed with all the roses,"images/0864.png"
Flotsam and Jetsam art exhibition an insight into Abrolhos childhood,http://www.abc.net.au/local/photos/2014/04/11/3983824.htm,11/04/2014,http://www.abc.net.au/reslib/201404/r1262306_16918929.JPG,One of the art works made of rubbish found at the Abrolhos.,Copyright: ABC | Source: Supplied | Byline: Latitude Gallery,"Arts and Entertainment, Community and Society, Environment, Environment:Recycling and Waste Management",ABC Mid West WA,WA,Geraldton,"Flotsam, Jetsam, art, exhibition, Geraldton, Latitude Gallery, recycling, Abrolhos Islands",-28.7802,114.6132,http://www.abc.net.au/local/photos/2014/04/11/3983824-mediarss.xml, And when it comes to finding it washed up at the Abrolhos Islands the possibilities are endless Participants are briefed to make an artwork from rubbish they collect from the islands on Clean Up Australia Day Exhibition coordinator Pia Boschetti has spent every year of her life at the islands and says that beachcombing is always exciting This year was the first year in my life that I found a note in a bottlebut it was one that just said something like Josie I took two crays I'll pay you back with some groper I was hoping for something a bit more exciting The exhibition speaks of many things - recycling environmental awareness - but for many locals who have grown up amidst Geraldton fishing culture it speaks of their childhood Hammering bits of driftwood together making cubbies painting old cray floats and hearing the stories of what washed up on the beach It this essence of island life shared through the exhibition that has the community excited to see the artworks created each year I think the biggest thing is the imagination that it creates of what you'll find and what can be created from it it doesn't matter what age People as young as five enter this exhibition and people over 70 enter The exhibition runs at Latitude Gallery until the 3rd of May,"images/0867.png"
Cadillacs converge on Busselton,http://www.abc.net.au/local/photos/2014/04/10/3982962.htm,10/04/2014,http://www.abc.net.au/reslib/201404/r1261705_16904976.jpg,Robbie Rose's pride and joy,Copyright: ABC | Source: ABC Local | Byline: SK,"Community and Society:Community Organisations, Lifestyle and Leisure:Clubs and Associations,",ABC South West WA,WA,Busselton,"southwest, cadillac, cars, cadillac, nullarbor,",-33.6537,115.344,http://www.abc.net.au/local/photos/2014/04/10/3982962-mediarss.xml, They take up half a freeway rumble like a geriatric cat with a stomach full of food and have more leg room than a basketball locker room There something special about a Cadillac The Marque first appeared in the 1890s and these luxury American cars are still in production today Milton Watkins from Currumbin on the Gold Coast got together some fellow enthusiasts via the internet to drive all the way across the Nullabor to meet others with the same passion as him Milton drives a 61 Cadillac de Ville 4 door For the trip over West he towed a replica 1959 Cadillac that has been converted into a trailer How else to bring all the camping gear? Cadillac owners says Milton never tire of talking about their cars There a lot to talk about with some surprising luxury introduced long before cars here in Australia Listen to the interview as Milton explains the fascination for these massive roadsters Enjoy more photos on our Facebook page,"images/0876.png"
"A beautiful home, made from junk",http://www.abc.net.au/local/photos/2014/04/10/3982653.htm,10/04/2014,http://www.abc.net.au/reslib/201404/r1261163_16893679.JPG,"A colourful outdoor living space, all salvaged from junk.",Copyright: ABC | Source: ABC Midwest | Byline: Jane Kennedy,"Arts and Entertainment, Arts and Entertainment:Design, Environment:Recycling and Waste Management, Lifestyle and Leisure:Lifestyle:House and Home",ABC Mid West WA,WA,Geraldton,"junk, art, home, decorating, style, quirky, Rose holdaway, recycle, Geraldton, homewares, home, community, design, making, creative, create, restore, resuce, rubbish",-28.7802,114.6132,http://www.abc.net.au/local/photos/2014/04/10/3982653-mediarss.xml, Most of the items in Rose home come from the tip skip bins or have been discarded in some way or another Creativity is clearly a natural way of life for Rose and it melds perfectly with her resourcefulness It solves the problem for me; it gives me something to make things from and at the same time saves something from being disposed of she says I like things to mean something and have some value some real value,"images/0878.png"
